lead_id,company_id,lead_source,campaign,created_at,mql_at,sql_at
L0844,C0001,Webinar,webinar-q1,2025-01-10,,
L0845,C0106,Cold Outbound,cold-q4,2024-12-28,,
L0846,C0167,Cold Outbound,cold-q1,2026-02-22,,
L0847,C0114,Trade Show,trade-q3,2026-01-06,,
L0848,C0154,Paid Search,paid-q4,2025-05-11,2025-05-13,2025-05-27
L0849,C0057,Paid Search,paid-q3,2026-04-22,,
L0850,C0050,Cold Outbound,cold-q3,2026-02-09,,
L0851,C0127,Organic,organic-q1,2025-05-06,2025-05-14,2025-06-06
L0852,C0071,Cold Outbound,cold-q1,2025-10-28,,
L0853,C0137,Cold Outbound,cold-q4,2025-08-27,2025-09-11,
L0854,C0014,Trade Show,trade-q4,2025-06-16,,
L0855,C0032,Paid Search,paid-q4,2025-01-20,2025-01-23,
L0856,C0072,Organic,organic-q4,2025-03-08,2025-03-22,2025-03-27
L0857,C0189,Trade Show,trade-q4,2025-09-23,,
L0858,C0051,Trade Show,trade-q3,2025-11-25,2025-11-30,2025-12-16
L0859,C0161,Paid Search,paid-q3,2025-06-04,2025-06-21,2025-07-04
L0860,C0134,Trade Show,trade-q1,2025-09-12,,
L0861,C0196,Cold Outbound,cold-q4,2026-02-04,,
L0862,C0016,Webinar,webinar-q4,2026-04-08,2026-04-12,
L0863,C0206,Referral,referral-q1,2025-02-14,2025-03-01,2025-03-25
L0864,C0153,Webinar,webinar-q2,2026-03-04,,
L0865,C0131,Webinar,webinar-q3,2025-08-23,2025-09-08,2025-09-15
L0866,C0080,Referral,referral-q3,2025-02-20,2025-03-11,
L0867,C0080,Webinar,webinar-q3,2025-05-26,2025-05-28,2025-06-21
L0868,C0130,Referral,referral-q4,2026-03-18,2026-03-26,2026-04-04
L0869,C0178,Cold Outbound,cold-q4,2025-09-19,,
L0870,C0189,Organic,organic-q4,2025-06-07,2025-06-14,
L0871,C0003,Referral,referral-q3,2026-02-26,2026-03-03,2026-03-20
L0872,C0026,Trade Show,trade-q2,2026-04-21,2026-04-26,2026-05-05
L0873,C0208,Organic,organic-q2,2025-04-26,,
L0874,C0160,Trade Show,trade-q1,2025-02-22,2025-02-28,
L0875,C0097,Webinar,webinar-q3,2025-04-24,2025-05-03,
L0876,C0151,Cold Outbound,cold-q3,2025-10-31,,
L0877,C0014,Organic,organic-q2,2025-07-30,,
L0878,C0126,Trade Show,trade-q1,2025-10-10,,
L0879,C0158,Trade Show,trade-q2,2026-03-07,2026-03-25,
L0880,C0046,Paid Search,paid-q3,2025-06-17,,
L0881,C0127,Paid Search,paid-q3,2025-01-12,,
L0882,C0203,Cold Outbound,cold-q2,2026-04-05,2026-04-13,
L0883,C0056,Organic,organic-q4,2025-07-03,,
L0884,C0216,Paid Search,paid-q3,2025-04-24,,
L0885,C0022,Webinar,webinar-q4,2025-07-14,2025-07-23,
L0886,C0160,Paid Search,paid-q4,2025-06-02,2025-06-17,
L0887,C0082,Trade Show,trade-q4,2025-08-06,2025-08-22,2025-09-14
L0888,C0086,Paid Search,paid-q3,2025-10-23,2025-11-02,2025-11-24
L0889,C0193,Trade Show,trade-q1,2025-08-18,,
L0890,C0089,Organic,organic-q4,2025-03-25,,
L0891,C0004,Cold Outbound,cold-q2,2025-01-14,,
L0892,C0186,Organic,organic-q4,2025-10-10,2025-10-30,
L0893,C0185,Cold Outbound,cold-q3,2025-01-25,,
L0894,C0049,Organic,organic-q4,2025-02-27,2025-03-15,
L0895,C0036,Referral,referral-q3,2026-01-01,,
L0896,C0208,Referral,referral-q3,2025-05-14,2025-05-29,2025-06-13
L0897,C0027,Webinar,webinar-q1,2025-11-12,,
L0898,C0007,Paid Search,paid-q2,2025-11-02,2025-11-16,2025-11-26
L0899,C0080,Trade Show,trade-q4,2025-02-24,2025-03-16,
L0900,C0129,Paid Search,paid-q3,2025-01-28,2025-02-03,
L0901,C0155,Trade Show,trade-q3,2025-09-02,,
L0902,C0118,Trade Show,trade-q1,2025-01-24,,
L0903,C0117,Organic,organic-q3,2025-05-22,2025-05-29,2025-06-06
L0904,C0118,Cold Outbound,cold-q2,2025-04-14,,
L0905,C0179,Webinar,webinar-q2,2026-03-29,,
L0906,C0161,Webinar,webinar-q1,2025-07-18,,
L0907,C0056,Cold Outbound,cold-q4,2024-12-23,,
L0908,C0095,Paid Search,paid-q1,2026-02-23,,
L0909,C0105,Cold Outbound,cold-q2,2025-02-05,2025-02-23,2025-02-26
L0910,C0211,Webinar,webinar-q2,2025-07-31,2025-08-02,
L0911,C0032,Webinar,webinar-q2,2025-04-07,2025-04-09,
L0912,C0092,Webinar,webinar-q2,2025-11-11,,
L0913,C0137,Trade Show,trade-q4,2025-10-03,,
L0914,C0208,Trade Show,trade-q4,2026-01-27,,
L0915,C0154,Paid Search,paid-q1,2026-05-08,,
L0916,C0064,Cold Outbound,cold-q2,2025-04-24,2025-04-26,
L0917,C0087,Trade Show,trade-q1,2025-10-28,2025-11-02,
L0918,C0043,Trade Show,trade-q1,2025-11-22,2025-11-27,
L0919,C0161,Organic,organic-q2,2025-10-30,,
L0920,C0110,Paid Search,paid-q2,2026-01-09,2026-01-22,
L0921,C0168,Referral,referral-q1,2025-06-23,2025-07-09,2025-08-02
L0922,C0095,Cold Outbound,cold-q1,2026-03-29,,
L0923,C0197,Paid Search,paid-q1,2024-12-17,,
L0924,C0218,Trade Show,trade-q3,2025-11-18,,
L0925,C0162,Paid Search,paid-q2,2025-04-10,2025-04-22,
L0926,C0018,Cold Outbound,cold-q1,2025-06-03,,
L0927,C0098,Paid Search,paid-q1,2025-09-16,2025-09-21,
L0928,C0194,Cold Outbound,cold-q1,2025-09-05,2025-09-18,
L0929,C0097,Organic,organic-q1,2025-10-15,2025-10-31,
L0930,C0072,Organic,organic-q1,2025-06-21,,
L0931,C0166,Trade Show,trade-q1,2025-07-21,2025-08-02,
L0932,C0014,Organic,organic-q2,2025-08-31,,
L0933,C0083,Paid Search,paid-q4,2025-11-06,,
L0934,C0126,Referral,referral-q2,2026-03-02,2026-03-08,
L0935,C0045,Webinar,webinar-q2,2025-10-15,2025-10-30,
L0936,C0185,Organic,organic-q2,2025-10-22,2025-10-31,2025-11-21
L0937,C0079,Paid Search,paid-q3,2025-02-02,2025-02-19,2025-02-26
L0938,C0049,Organic,organic-q1,2026-05-08,,
L0939,C0096,Cold Outbound,cold-q4,2024-12-25,,
L0940,C0191,Trade Show,trade-q4,2025-04-25,2025-05-15,2025-05-19
L0941,C0145,Webinar,webinar-q2,2025-11-27,,
L0942,C0198,Trade Show,trade-q4,2025-05-21,,
L0943,C0015,Paid Search,paid-q4,2025-04-13,,
L0944,C0009,Organic,organic-q1,2025-05-07,,
L0945,C0067,Cold Outbound,cold-q2,2025-01-31,2025-02-20,
L0946,C0004,Trade Show,trade-q1,2026-01-13,,
L0947,C0102,Trade Show,trade-q2,2026-02-19,,
L0948,C0110,Webinar,webinar-q3,2025-08-27,2025-09-15,
L0949,C0079,Paid Search,paid-q1,2025-03-17,2025-04-06,
L0950,C0037,Organic,organic-q2,2025-08-10,,
L0951,C0079,Paid Search,paid-q2,2026-05-06,,
L0952,C0018,Referral,referral-q4,2025-03-11,2025-03-26,2025-04-09
L0953,C0088,Organic,organic-q2,2026-04-12,2026-04-17,2026-04-28
L0954,C0150,Referral,referral-q1,2026-03-31,2026-04-02,2026-04-21
L0955,C0125,Cold Outbound,cold-q3,2025-01-13,,
L0956,C0175,Organic,organic-q3,2025-05-26,,
L0957,C0171,Trade Show,trade-q4,2025-03-30,,
L0958,C0085,Trade Show,trade-q1,2026-01-30,2026-02-13,
L0959,C0036,Trade Show,trade-q1,2026-04-16,,
L0960,C0180,Organic,organic-q3,2025-08-31,2025-09-17,
L0961,C0001,Cold Outbound,cold-q1,2025-06-17,,
L0962,C0207,Trade Show,trade-q4,2025-06-13,2025-06-30,
L0963,C0021,Paid Search,paid-q4,2025-05-21,,
L0964,C0122,Trade Show,trade-q4,2026-01-30,2026-02-07,
L0965,C0147,Trade Show,trade-q1,2024-12-12,2024-12-16,2025-01-09
L0966,C0120,Trade Show,trade-q4,2025-11-21,,
L0967,C0139,Paid Search,paid-q2,2025-09-08,2025-09-12,2025-10-07
L0968,C0086,Trade Show,trade-q1,2025-09-25,,
L0969,C0184,Paid Search,paid-q4,2025-04-17,,
L0970,C0030,Organic,organic-q1,2025-07-19,2025-07-31,
L0971,C0191,Trade Show,trade-q3,2026-01-14,2026-01-26,
L0972,C0001,Paid Search,paid-q1,2025-06-28,,
L0973,C0100,Webinar,webinar-q3,2025-03-05,,
L0974,C0204,Trade Show,trade-q2,2026-01-03,2026-01-05,
L0975,C0038,Paid Search,paid-q2,2025-07-13,,
L0976,C0154,Paid Search,paid-q2,2025-07-26,,
L0977,C0212,Trade Show,trade-q3,2026-04-07,2026-04-12,2026-05-07
L0978,C0056,Cold Outbound,cold-q3,2024-12-22,,
L0979,C0208,Paid Search,paid-q2,2025-06-05,,
L0980,C0188,Organic,organic-q1,2025-09-24,,
L0981,C0220,Cold Outbound,cold-q4,2024-12-29,2025-01-05,
L0982,C0087,Paid Search,paid-q4,2025-03-06,,
L0983,C0101,Cold Outbound,cold-q3,2026-02-28,2026-03-08,
L0984,C0025,Paid Search,paid-q3,2025-12-29,,
L0985,C0207,Paid Search,paid-q3,2026-03-18,2026-03-25,
L0986,C0124,Paid Search,paid-q2,2025-07-18,2025-07-26,
L0987,C0186,Referral,referral-q2,2026-01-28,2026-02-12,2026-02-20
L0988,C0122,Webinar,webinar-q1,2025-11-10,2025-11-28,
L0989,C0039,Paid Search,paid-q2,2025-03-25,2025-04-03,
L0990,C0153,Organic,organic-q4,2025-11-17,,
L0991,C0172,Trade Show,trade-q4,2026-02-10,,
L0992,C0071,Cold Outbound,cold-q3,2025-02-11,2025-02-16,2025-03-06
L0993,C0058,Trade Show,trade-q4,2026-04-19,2026-04-24,
L0994,C0124,Webinar,webinar-q3,2025-02-22,2025-02-27,2025-03-24
L0995,C0048,Trade Show,trade-q1,2025-03-23,2025-04-11,
L0996,C0017,Paid Search,paid-q2,2026-01-05,,
L0997,C0047,Trade Show,trade-q1,2025-11-09,2025-11-21,2025-11-28
L0998,C0023,Cold Outbound,cold-q1,2025-08-23,2025-08-28,
L0999,C0140,Paid Search,paid-q4,2025-11-18,,
L1000,C0064,Cold Outbound,cold-q1,2025-07-09,,
L1001,C0201,Paid Search,paid-q4,2025-07-16,2025-08-02,
L1002,C0091,Paid Search,paid-q1,2025-10-10,,
L1003,C0010,Referral,referral-q2,2025-11-01,2025-11-09,
L1004,C0056,Paid Search,paid-q3,2025-05-10,2025-05-25,2025-06-05
L1005,C0112,Trade Show,trade-q1,2025-04-19,,
L1006,C0070,Organic,organic-q1,2026-01-05,,
L1007,C0085,Paid Search,paid-q3,2026-02-10,,
L1008,C0038,Cold Outbound,cold-q3,2025-09-23,2025-10-07,
L1009,C0027,Organic,organic-q2,2026-01-06,,
L1010,C0151,Trade Show,trade-q1,2024-12-27,2025-01-16,
L1011,C0156,Paid Search,paid-q1,2026-01-31,2026-02-14,2026-03-10
L1012,C0153,Paid Search,paid-q4,2025-03-26,,
L1013,C0176,Organic,organic-q2,2025-12-04,2025-12-24,
L1014,C0186,Referral,referral-q2,2025-04-28,2025-05-13,2025-05-21
L1015,C0020,Cold Outbound,cold-q1,2025-09-09,2025-09-12,2025-09-24
L1016,C0003,Paid Search,paid-q2,2025-03-04,,
L1017,C0174,Paid Search,paid-q4,2026-01-05,2026-01-13,
L1018,C0183,Cold Outbound,cold-q3,2025-03-03,2025-03-21,
L1019,C0115,Referral,referral-q2,2025-11-21,2025-12-04,
L1020,C0014,Paid Search,paid-q4,2025-03-06,2025-03-19,
L1021,C0174,Organic,organic-q1,2025-08-30,2025-09-16,2025-09-25
L1022,C0118,Referral,referral-q3,2025-06-10,2025-06-12,2025-06-20
L1023,C0208,Webinar,webinar-q1,2025-08-10,,
L1024,C0113,Cold Outbound,cold-q2,2025-11-28,,
L1025,C0092,Paid Search,paid-q1,2025-10-21,2025-10-24,2025-11-09
L1026,C0042,Trade Show,trade-q4,2025-10-21,,
L1027,C0031,Trade Show,trade-q4,2025-03-07,2025-03-13,2025-03-28
L1028,C0216,Trade Show,trade-q2,2025-04-09,2025-04-14,
L1029,C0089,Webinar,webinar-q1,2024-12-16,,
L1030,C0174,Organic,organic-q4,2025-05-27,,
L1031,C0112,Cold Outbound,cold-q3,2025-01-06,2025-01-10,
L1032,C0040,Organic,organic-q2,2025-11-02,2025-11-07,
L1033,C0064,Trade Show,trade-q2,2025-02-27,2025-03-04,
L1034,C0047,Paid Search,paid-q2,2025-10-31,2025-11-06,
L1035,C0050,Organic,organic-q4,2025-12-14,2025-12-22,2025-12-26
L1036,C0083,Cold Outbound,cold-q3,2025-10-07,,
L1037,C0026,Trade Show,trade-q2,2025-02-25,2025-03-14,
L1038,C0025,Organic,organic-q2,2026-04-29,2026-05-12,
L1039,C0155,Paid Search,paid-q2,2025-04-27,,
L1040,C0099,Organic,organic-q1,2026-02-12,2026-02-17,2026-03-12
L1041,C0115,Webinar,webinar-q1,2026-01-31,,
L1042,C0078,Cold Outbound,cold-q2,2025-01-12,,
L1043,C0033,Webinar,webinar-q4,2025-10-28,2025-11-07,
L1044,C0217,Cold Outbound,cold-q3,2025-05-22,,
L1045,C0112,Cold Outbound,cold-q4,2026-03-04,,
L1046,C0129,Trade Show,trade-q2,2026-04-20,,
L1047,C0034,Cold Outbound,cold-q1,2025-07-20,,
L1048,C0178,Referral,referral-q4,2025-10-30,2025-11-18,
L1049,C0043,Trade Show,trade-q4,2025-02-18,,
L1050,C0156,Paid Search,paid-q2,2025-08-07,2025-08-14,
L1051,C0003,Paid Search,paid-q3,2025-01-31,2025-02-09,2025-02-20
L1052,C0012,Webinar,webinar-q3,2025-09-11,2025-09-17,
L1053,C0035,Organic,organic-q1,2025-08-09,,
L1054,C0211,Organic,organic-q1,2025-10-09,2025-10-22,
L1055,C0084,Trade Show,trade-q3,2026-02-16,,
L1056,C0157,Paid Search,paid-q3,2025-07-15,,
L1057,C0003,Cold Outbound,cold-q2,2025-05-13,,
L1058,C0066,Organic,organic-q1,2026-04-26,,
L1059,C0168,Cold Outbound,cold-q2,2025-08-22,,
L1060,C0069,Organic,organic-q4,2025-10-16,2025-10-25,
L1061,C0038,Paid Search,paid-q1,2025-01-07,,
L1062,C0209,Paid Search,paid-q2,2025-11-13,,
L1063,C0047,Trade Show,trade-q1,2025-07-28,2025-08-04,
L1064,C0049,Cold Outbound,cold-q2,2026-03-02,2026-03-11,
L1065,C0104,Cold Outbound,cold-q2,2026-01-30,,
L1066,C0155,Trade Show,trade-q4,2026-01-30,2026-02-04,
L1067,C0165,Cold Outbound,cold-q2,2026-03-29,2026-04-02,2026-04-25
L1068,C0003,Trade Show,trade-q3,2026-01-24,,
L1069,C0036,Webinar,webinar-q4,2025-01-06,,
L1070,C0123,Organic,organic-q2,2025-12-05,2025-12-15,
L1071,C0212,Webinar,webinar-q1,2026-03-28,2026-04-02,2026-04-18
L1072,C0093,Organic,organic-q1,2026-02-15,,
L1073,C0136,Webinar,webinar-q2,2025-06-04,,
L1074,C0171,Webinar,webinar-q3,2025-07-08,2025-07-13,2025-07-31
L1075,C0208,Trade Show,trade-q1,2026-02-23,,
L1076,C0200,Trade Show,trade-q3,2025-12-13,2025-12-29,
L1077,C0123,Cold Outbound,cold-q1,2026-03-05,,
L1078,C0072,Trade Show,trade-q1,2025-12-15,2025-12-21,2026-01-05
L1079,C0124,Paid Search,paid-q3,2025-03-15,2025-03-24,
L1080,C0138,Paid Search,paid-q2,2024-12-24,2025-01-13,
L1081,C0199,Paid Search,paid-q1,2025-09-30,2025-10-02,2025-10-05
L1082,C0035,Paid Search,paid-q1,2026-01-20,,
L1083,C0218,Paid Search,paid-q3,2025-12-21,,
L1084,C0142,Trade Show,trade-q2,2025-03-07,2025-03-16,2025-03-23
L1085,C0004,Organic,organic-q2,2025-03-12,,
L1086,C0036,Paid Search,paid-q4,2025-07-10,2025-07-22,
L1087,C0004,Cold Outbound,cold-q1,2025-07-23,2025-07-26,
L1088,C0042,Webinar,webinar-q4,2026-05-01,,
L1089,C0117,Cold Outbound,cold-q3,2025-08-21,,
L1090,C0041,Paid Search,paid-q1,2025-08-07,,
L1091,C0033,Trade Show,trade-q4,2025-10-08,,
L1092,C0048,Organic,organic-q4,2026-02-22,2026-03-08,
L1093,C0206,Webinar,webinar-q4,2025-04-27,2025-05-02,2025-05-16
L1094,C0008,Trade Show,trade-q3,2025-09-09,2025-09-14,2025-10-06
L1095,C0101,Organic,organic-q2,2025-05-13,,
L1096,C0105,Webinar,webinar-q1,2024-12-13,2024-12-19,2025-01-03
L1097,C0093,Organic,organic-q1,2025-02-25,,
L1098,C0100,Cold Outbound,cold-q2,2025-09-10,,
L1099,C0040,Paid Search,paid-q1,2024-12-19,,
L1100,C0080,Webinar,webinar-q4,2026-02-12,2026-02-24,2026-03-08
L1101,C0220,Paid Search,paid-q4,2025-12-31,2026-01-12,
L1102,C0130,Cold Outbound,cold-q3,2025-02-06,,
L1103,C0011,Trade Show,trade-q2,2026-03-15,,
L1104,C0040,Paid Search,paid-q3,2026-01-25,2026-02-14,
L1105,C0100,Webinar,webinar-q1,2025-01-24,2025-02-09,
L1106,C0120,Trade Show,trade-q1,2026-01-21,2026-01-26,
L1107,C0197,Trade Show,trade-q2,2025-02-23,2025-02-27,2025-03-21
L1108,C0122,Cold Outbound,cold-q3,2026-01-15,,
L1109,C0121,Paid Search,paid-q2,2025-12-14,2025-12-17,
L1110,C0016,Cold Outbound,cold-q4,2025-05-07,,
L1111,C0055,Organic,organic-q4,2026-04-19,2026-04-26,2026-05-01
L1112,C0108,Organic,organic-q4,2025-01-04,,
L1113,C0179,Cold Outbound,cold-q3,2025-02-19,,
L1114,C0211,Paid Search,paid-q2,2026-05-02,2026-05-22,
L1115,C0211,Organic,organic-q1,2025-06-22,2025-07-08,
L1116,C0082,Paid Search,paid-q4,2026-01-16,2026-01-18,
L1117,C0220,Trade Show,trade-q4,2026-01-04,,
L1118,C0010,Paid Search,paid-q2,2025-10-01,2025-10-20,
L1119,C0056,Paid Search,paid-q2,2025-05-21,,
L1120,C0148,Trade Show,trade-q3,2026-04-28,,
L1121,C0079,Referral,referral-q1,2024-12-14,2024-12-30,2025-01-13
L1122,C0193,Paid Search,paid-q4,2026-01-30,,
L1123,C0171,Trade Show,trade-q4,2025-07-20,2025-08-05,
L1124,C0220,Webinar,webinar-q1,2025-01-17,2025-02-02,2025-02-25
L1125,C0002,Cold Outbound,cold-q2,2025-04-24,,
L1126,C0169,Organic,organic-q3,2025-08-15,,
L1127,C0107,Trade Show,trade-q1,2025-09-07,,
L1128,C0004,Paid Search,paid-q2,2026-04-16,,
L1129,C0133,Trade Show,trade-q3,2025-06-21,2025-07-11,
L1130,C0101,Organic,organic-q4,2025-10-27,,
L1131,C0148,Trade Show,trade-q2,2025-02-27,,
L1132,C0187,Paid Search,paid-q4,2025-11-16,,
L1133,C0112,Paid Search,paid-q1,2025-09-18,,
L1134,C0031,Webinar,webinar-q3,2025-04-06,,
L1135,C0083,Webinar,webinar-q1,2025-10-16,2025-10-31,2025-11-21
L1136,C0037,Organic,organic-q1,2026-04-19,2026-04-24,2026-05-06
L1137,C0161,Paid Search,paid-q2,2026-02-23,,
L1138,C0081,Paid Search,paid-q2,2025-02-05,2025-02-07,
L1139,C0162,Cold Outbound,cold-q1,2026-04-10,,
L1140,C0124,Trade Show,trade-q2,2026-05-07,2026-05-17,
L1141,C0008,Webinar,webinar-q2,2026-04-19,2026-05-02,2026-05-11
L1142,C0204,Webinar,webinar-q2,2025-06-27,,
L1143,C0125,Trade Show,trade-q4,2025-02-23,2025-03-05,
L1144,C0156,Cold Outbound,cold-q4,2025-04-15,2025-04-28,
L1145,C0017,Cold Outbound,cold-q2,2025-02-06,,
L1146,C0065,Trade Show,trade-q3,2025-03-19,,
L1147,C0136,Trade Show,trade-q4,2025-05-17,2025-05-24,
L1148,C0048,Paid Search,paid-q2,2025-05-11,2025-05-24,
L1149,C0032,Cold Outbound,cold-q3,2026-05-03,,
L1150,C0055,Cold Outbound,cold-q3,2025-01-21,,
L1151,C0099,Paid Search,paid-q2,2025-07-26,,
L1152,C0072,Webinar,webinar-q4,2026-02-25,,
L1153,C0209,Paid Search,paid-q2,2025-06-19,2025-07-06,
L1154,C0108,Trade Show,trade-q1,2026-01-10,2026-01-22,
L1155,C0006,Organic,organic-q1,2025-07-25,,
L1156,C0002,Trade Show,trade-q3,2025-01-25,2025-02-08,2025-02-28
L1157,C0166,Referral,referral-q1,2026-04-26,2026-05-11,
L1158,C0193,Organic,organic-q4,2025-05-23,2025-06-04,
L1159,C0077,Referral,referral-q4,2025-02-01,,
L1160,C0032,Trade Show,trade-q1,2025-04-25,2025-04-28,
L1161,C0083,Webinar,webinar-q2,2025-02-20,2025-02-28,
L1162,C0209,Trade Show,trade-q1,2026-05-07,2026-05-10,2026-05-22
L1163,C0076,Organic,organic-q3,2026-02-17,,
L1164,C0169,Trade Show,trade-q1,2025-10-14,2025-10-31,2025-11-03
L1165,C0099,Paid Search,paid-q4,2025-11-01,2025-11-09,
L1166,C0132,Cold Outbound,cold-q3,2025-06-26,,
L1167,C0218,Cold Outbound,cold-q1,2024-12-12,,
L1168,C0094,Organic,organic-q4,2025-04-13,,
L1169,C0200,Paid Search,paid-q2,2025-03-29,2025-04-13,2025-04-25
L1170,C0027,Paid Search,paid-q4,2025-12-13,,
L1171,C0062,Cold Outbound,cold-q4,2026-04-26,2026-04-28,
L1172,C0091,Paid Search,paid-q1,2025-08-14,,
L1173,C0111,Webinar,webinar-q2,2025-10-07,2025-10-22,2025-10-26
L1174,C0010,Webinar,webinar-q2,2025-08-13,2025-08-18,2025-09-09
L1175,C0101,Paid Search,paid-q2,2026-01-29,,
L1176,C0069,Trade Show,trade-q2,2024-12-21,2024-12-29,
L1177,C0153,Organic,organic-q1,2025-07-22,2025-08-09,
L1178,C0190,Cold Outbound,cold-q2,2025-07-04,2025-07-08,2025-07-21
L1179,C0004,Webinar,webinar-q4,2025-01-12,2025-01-19,
L1180,C0044,Trade Show,trade-q3,2026-05-03,,
L1181,C0126,Paid Search,paid-q4,2025-09-01,2025-09-03,
L1182,C0214,Trade Show,trade-q2,2025-09-21,,
L1183,C0026,Cold Outbound,cold-q3,2025-07-05,,
L1184,C0140,Cold Outbound,cold-q4,2025-08-22,2025-09-07,2025-09-21
L1185,C0133,Organic,organic-q1,2025-01-02,2025-01-20,
L1186,C0106,Referral,referral-q2,2025-09-29,2025-10-01,2025-10-26
L1187,C0191,Paid Search,paid-q2,2026-02-10,,
L1188,C0028,Paid Search,paid-q4,2025-08-05,,
L1189,C0045,Trade Show,trade-q3,2025-08-14,,
L1190,C0107,Paid Search,paid-q3,2025-08-03,2025-08-23,
L1191,C0157,Organic,organic-q4,2026-01-07,,
L1192,C0203,Paid Search,paid-q3,2025-05-22,2025-05-24,
L1193,C0120,Cold Outbound,cold-q3,2025-12-10,,
L1194,C0078,Cold Outbound,cold-q3,2024-12-30,2025-01-10,2025-01-14
L1195,C0122,Organic,organic-q2,2025-05-14,,
L1196,C0109,Cold Outbound,cold-q1,2025-03-30,,
L1197,C0153,Trade Show,trade-q2,2025-06-28,,
L1198,C0083,Cold Outbound,cold-q2,2025-12-21,2026-01-05,
L1199,C0022,Organic,organic-q4,2025-07-12,,
L1200,C0214,Paid Search,paid-q1,2025-02-19,2025-03-07,
L1201,C0176,Paid Search,paid-q4,2025-05-11,2025-05-27,
L1202,C0008,Paid Search,paid-q4,2026-04-15,2026-04-21,
L1203,C0063,Organic,organic-q2,2025-04-25,,
L1204,C0076,Trade Show,trade-q4,2026-03-19,2026-03-21,
L1205,C0133,Cold Outbound,cold-q1,2025-01-26,2025-02-05,
L1206,C0086,Cold Outbound,cold-q3,2026-02-02,,
L1207,C0016,Cold Outbound,cold-q1,2026-01-08,,
L1208,C0144,Paid Search,paid-q2,2024-12-21,2024-12-27,
L1209,C0002,Organic,organic-q2,2025-01-01,2025-01-03,2025-01-09
L1210,C0027,Organic,organic-q1,2025-01-12,,
L1211,C0015,Paid Search,paid-q3,2026-01-08,2026-01-15,
L1212,C0140,Trade Show,trade-q4,2025-08-19,,
L1213,C0111,Paid Search,paid-q1,2025-12-14,2025-12-23,2026-01-17
L1214,C0075,Paid Search,paid-q1,2025-07-20,,
L1215,C0171,Paid Search,paid-q4,2025-08-04,2025-08-09,
L1216,C0038,Trade Show,trade-q3,2026-04-14,2026-05-04,
L1217,C0009,Paid Search,paid-q1,2025-02-11,,
L1218,C0036,Paid Search,paid-q4,2025-01-18,2025-01-25,
L1219,C0129,Trade Show,trade-q3,2025-10-09,,
L1220,C0132,Paid Search,paid-q2,2026-03-09,,
L1221,C0185,Paid Search,paid-q4,2025-05-30,,
L1222,C0072,Cold Outbound,cold-q4,2025-07-06,2025-07-23,
L1223,C0169,Paid Search,paid-q3,2025-11-09,2025-11-21,
L1224,C0150,Paid Search,paid-q1,2025-03-25,2025-04-01,2025-04-25
L1225,C0216,Paid Search,paid-q2,2026-04-12,2026-04-28,
L1226,C0147,Trade Show,trade-q2,2025-10-20,2025-11-05,
L1227,C0190,Organic,organic-q4,2025-11-28,,
L1228,C0050,Trade Show,trade-q1,2026-02-13,,
L1229,C0053,Cold Outbound,cold-q2,2026-04-08,,
L1230,C0105,Paid Search,paid-q3,2026-02-28,2026-03-18,
L1231,C0147,Trade Show,trade-q3,2025-01-12,2025-01-31,
L1232,C0113,Trade Show,trade-q4,2025-03-01,,
L1233,C0033,Paid Search,paid-q1,2025-07-11,2025-07-20,2025-08-09
L1234,C0075,Organic,organic-q4,2025-08-28,,
L1235,C0041,Webinar,webinar-q1,2025-07-22,2025-07-31,
L1236,C0129,Trade Show,trade-q4,2025-06-27,,
L1237,C0029,Paid Search,paid-q3,2025-01-15,,
L1238,C0108,Referral,referral-q2,2025-08-18,2025-08-21,2025-09-10
L1239,C0194,Organic,organic-q2,2026-03-10,2026-03-30,
L1240,C0196,Cold Outbound,cold-q3,2026-04-06,,
L1241,C0154,Trade Show,trade-q4,2026-02-19,,
L1242,C0011,Organic,organic-q1,2026-01-26,2026-02-04,
L1243,C0078,Paid Search,paid-q1,2025-09-21,,
L1244,C0201,Referral,referral-q4,2025-10-24,2025-10-26,2025-10-30
L1245,C0059,Paid Search,paid-q1,2025-03-16,,
L1246,C0185,Referral,referral-q1,2025-08-30,2025-09-05,2025-09-17
L1247,C0094,Cold Outbound,cold-q2,2025-07-17,,
L1248,C0179,Organic,organic-q1,2024-12-13,2024-12-28,
L1249,C0072,Cold Outbound,cold-q2,2026-02-21,,
L1250,C0134,Trade Show,trade-q3,2025-09-18,,
L1251,C0096,Organic,organic-q1,2025-12-18,,
L1252,C0167,Cold Outbound,cold-q1,2025-02-02,2025-02-05,2025-02-26
L1253,C0022,Trade Show,trade-q3,2026-03-12,,
L1254,C0005,Paid Search,paid-q4,2025-04-16,2025-04-25,2025-05-03
L1255,C0170,Paid Search,paid-q1,2025-07-04,,
L1256,C0007,Paid Search,paid-q3,2025-06-02,,
L1257,C0194,Paid Search,paid-q3,2026-04-14,,
L1258,C0110,Cold Outbound,cold-q1,2026-03-15,,
L1259,C0174,Trade Show,trade-q4,2025-07-22,2025-08-11,
L1260,C0098,Organic,organic-q2,2025-01-19,2025-01-21,2025-02-14
L1261,C0064,Webinar,webinar-q3,2025-07-14,2025-07-17,
L1262,C0169,Paid Search,paid-q1,2025-08-29,2025-09-18,
L1263,C0217,Trade Show,trade-q4,2025-11-10,2025-11-26,2025-11-30
L1264,C0217,Paid Search,paid-q4,2025-10-01,2025-10-05,2025-10-27
